,reviewid,label
1371,21417,suede limited
1372,21400,jetset
1373,21458,drag city
1374,21434,drag city
1375,21406,thrill jockey
1376,21490,self-released
1377,21436,fat possum
1378,21436,without consent
1379,21455,4ad
1380,21455,glassnote
1381,21428,matador
1382,21345,esp-disk
1383,21454,jagjaguwar
1384,21420,care of editions
1385,21431,2mr
1386,21402,warp
1387,21403,self-released
1388,21422,self-released
1389,21430,self-released
1390,21432,relapse
1391,21397,self-released
1392,21423,moe
1393,21426,self-released
1394,21347,relapse
1395,21429,run for cover
1396,21394,mass appeal
1397,21388,wharf cat
1398,21421,plus 8
1399,21395,nuclear blast
1400,21446,dreamville
1401,21392,self-released
1402,21391,alleviated
1403,21418,domino
1404,21425,lightning cola
1405,21393,leaving
1406,21387,empire
1407,21387,obe
1408,21387,steel wool
1409,21387,art club
1410,21399,joy void
1411,21405,strictly rhythm
1412,21447,twelves
1413,21389,single lock
1414,21353,npg
1415,21378,vate
1416,21386,self-released
1417,21330,northern spy
1418,21404,safe trip
1419,21332,columbia
1420,21332,rca
1421,21332,iso
1422,21355,glo gang
1423,21370,roc nation
1424,21424,self-released
1425,21385,earth
1426,21351,republic
1427,21377,wild oats
1428,21416,interscope
1429,21416,dreamville
1430,21368,sonic cathedral
1431,21350,ecm
1432,21369,third man
1433,21369,decca
1434,21343,mom & pop
1435,21341,def jam
1436,21348,self-released
1437,21338,iron lung
1438,21337,def jam
1439,21337,g.o.o.d. music
1440,21328,creation
1441,21349,self-released
1442,21331,other people
1443,21352,milan
1444,21326,xl
1445,21326,true panther
1446,21329,letter racer
1447,20947,grnland
1448,21342,fortuna pop!
1449,21296,honest jon's
1450,21179,abraxan hymns
1451,21344,maybach/warner bros.
1452,21312,bgsw
1453,21308,mass appeal
1454,21325,rca
1455,21340,def jam
1456,21336,matador
1457,21324,spinning top
1458,21256,rvng intl.
1459,21327,leaving
1460,21305,rca
1461,21317,universal
1462,21317,polydor
1463,21309,rough trade
1464,21297,scissor tail
1465,21313,schwebung
1466,21306,columbia
1467,21289,domino
1468,21307,burger
1469,21283,no quarter
1470,21280,editions syliphone conakry
1471,21321,atlantic
1472,21321,parlophone
1473,21292,warner bros.
1474,21292,ovo sound
1475,21265,universal
1476,21318,fractal fantasy
1477,21322,erased tapes
1478,21286,southern lord
1479,21235,believe digital it
1480,21228,def jam
1481,21263,20 buck spin
1482,20996,following is leading
1483,21212,numbers
1484,21302,planet mu
1485,21259,young god
1486,21281,def jam
1487,21293,self-released
1488,21319,self-released
1489,21209,soulection
1490,21294,pc music
1491,21269,ubiquity
1492,21304,drag city
1493,21295,goner
1494,21315,rca
1495,21245,domino
1496,21320,self-released
1497,21288,decks
1498,21158,verve
1499,21301,rough trade
1500,21270,luaka bop
1501,21250,nonesuch
1502,21208,thrill jockey
1503,21279,warner bros.
1504,21169,brainfeeder
1505,21299,smalltown supersound
1506,21201,at a loss
1507,21134,dark descent
1508,21246,xl
1509,21275,spacebomb
1510,21240,brainfeeder
1511,21258,dekmantel
1512,21242,prosthetic
1513,21164,def jam
1514,21274,esgn
1515,21300,wondercore island
1516,21237,warner bros.
1517,21233,students of decay
1518,21213,nonesuch
1519,21189,drag city
1520,21277,janus
1521,21159,self-released
1522,21239,mello music group
1523,21231,mute
1524,21221,hyperdub
1525,21216,def jam
1526,21285,s.m.
1527,21241,light in the attic
1528,21248,def jam
1529,21163,polydor
1530,21163,pmr
1531,21135,city slang
1532,21135,other music
1533,21255,sick wid it
1534,21141,fire
1535,20916,atlantic
1536,21261,painbow
1537,21225,break world
1538,21247,def jam
1539,20588,three lobed
1540,21218,legacy
1541,21271,fresh young minds
1542,21271,empire
1543,21217,room40
1544,21266,columbia
1545,21273,self-released
1546,21157,universal
1547,21109,xl
1548,21109,terrible
1549,21215,javotti
1550,21215,jamla
1551,21205,cantaloupe
1552,21276,relapse
1553,21253,warp
1554,21254,bayonet
1555,21272,epic
1556,21272,bad boy
1557,21203,numero group
1558,21252,island
1559,21252,fiction
1560,21252,iamsound
1561,21264,4ad
1562,21267,mexican summer
1563,21207,neurot
1564,21188,turnstile
1565,21249,new damage
1566,21108,warp
1567,21232,self-released
1568,21142,northern spy
1569,21229,xl
1570,21133,rer
1571,21133,northern spy
1572,21133,fish of milk
1573,21214,island
1574,21262,self-released
1575,21092,warner bros.
1576,21132,cinematic
1577,21132,pro era
1578,21191,triple crown
1579,21178,columbia
1580,21178,legacy
1581,21053,polyvinyl
1582,21180,interscope
1583,21180,cherrytree
1584,21243,cosmica
1585,21260,6131
1586,21220,atlantic
1587,21124,in the red
1588,21177,eremite
1589,21193,northern spy
1590,21131,new amsterdam
1591,21110,luaka bop
1592,21110,pluto
1593,21139,columbia
1594,21251,self-released
1595,21056,third man
1596,21204,don giovanni
1597,21161,4ad
1598,21100,optimo music
1599,21162,anticon
1600,21154,black market activities
1601,21176,blackest ever black
1602,21226,atlantic
1603,21226,w.a.v.e. recordings
1604,21121,matador
1605,21175,abduction
1606,21130,rvng intl.
1607,21128,riverboat
1608,21156,vintage vibez music group
1609,21120,dark entries
1610,21187,hausu mountain
1611,21223,dekmantel
1612,21151,forcefield
1613,21155,bangyahead!
1614,21147,atlantic
1615,21147,because music
1616,21147,neon gold
1617,21119,columbia
1618,21081,tri angle
1619,21206,team love
1620,21096,sub pop
1621,21096,up
1622,21055,fire
1623,21143,profound lore
1624,21196,planet mu
1625,21183,touch
1626,21091,domino
1627,21224,self-released
1628,21222,erased tapes
1629,21106,spinefarm
1630,21211,esp institute
1631,21182,warp
1632,21173,dine alone
1633,21098,light in the attic
1634,21153,cinematic
1635,21153,machine entertainment
1636,21153,150 dream team
1637,21174,thrill jockey
1638,21125,jade tree
1639,20980,paradise of bachelors
1640,20859,collect
1641,21126,sacred bones
1642,21200,bindrune
1643,21200,nordvis
1644,21097,drag city
1645,21117,columbia
1646,21089,one little indian
1647,21195,prncipe discos
1648,21152,deathwish
1649,21197,sub pop
1650,21181,downtown
1651,21172,columbia
1652,21116,kemado
1653,21116,mexican summer
1654,21171,relapse
1655,20903,entertainment one
1656,20903,blood money
1657,21198,bmg
1658,21198,echo
1659,21013,numero group
1660,21148,xl
1661,21149,neurot
1662,21041,transgressive
1663,21041,mom & pop
1664,21202,self-released
1665,21199,ruby yacht
1666,21199,the order label
1667,21150,warner music group
1668,21054,relapse
1669,21194,matador
1670,21088,eskimo
1671,21018,hyperdub
1672,21032,slumberland
1673,21052,northern heritage
1674,21052,no solace
1675,21039,4ad
1676,21083,ato
1677,21186,season of mist
1678,20979,weathermaker
1679,21113,hyperdub
1680,21086,rock action
1681,21085,partisan
1682,21114,kit
1683,21051,pan
1684,21185,circle star
1685,21137,capitol
1686,21038,warner bros.
1687,21138,domino
1688,21095,kranky
1689,21080,entertainment one
1690,20432,warp
1691,20432,cherry coffee
1692,20966,hardly art
1693,21105,ropeadope
1694,20965,fat cat
1695,21020,further
1696,21060,bmg
1697,21060,rhythm nation
1698,21115,ume
1699,21115,t-boy
1700,21028,concord
1701,21028,mpl
1702,21082,secret songs
1703,21078,software
1704,21042,warner bros.
1705,21042,ghost ramp
1706,21044,downtown
1707,21029,rough trade
1708,21079,eerie organization
1709,21050,dfa
1710,21145,mass appeal
1711,21140,warp
1712,21122,atlantic
1713,21019,suicide squeeze
1714,21048,fastcut
1715,21022,anti-
1716,21166,epic
1717,21066,parlophone
1718,21094,top dawg entertainment
1719,20975,bella union
1720,21043,300 entertainment
1721,21107,age 101
1722,21077,dais records
1723,20914,nuclear blast
1724,21065,anti-
1725,21035,third man
1726,20950,i u she
1727,20995,drag city
1728,21068,hospital productions
1729,20854,new amsterdam
1730,21104,glassnote
1731,21104,virgin emi
1732,20893,epic
1733,21037,epitaph
1734,21129,stroboscopic artefacts
1735,21049,bbmg
1736,21034,island
1737,21101,pax-am
1738,21030,palto flats
1739,20998,rpm msc
1740,21076,self-released
1741,21099,self-released
1742,21075,grand hustle
1743,21009,graveface
1744,21059,self-released
1745,21069,rough trade
1746,21102,cash money
1747,21102,epic
1748,20978,4ad
1749,21014,ninja tune
1750,20892,dischord
1751,20892,desoto
1752,21073,sacred bones
1753,20840,matador
1754,21036,mute
1755,20949,mexican summer
1756,21072,dropping gems
1757,21031,western vinyl
1758,21033,interscope
1759,21064,nonesuch
1760,20987,deutsche grammophon
1761,21084,critical
1762,20954,self-released
1763,20825,domino
1764,20960,dogfood
1765,20960,!k7
1766,21074,def jam
1767,21046,don giovanni
1768,20994,iron lung
1769,21047,fat possum
1770,20890,ogm
1771,21015,kompakt
1772,21024,drag city
1773,21027,firehouse 12
1774,21016,epic
1775,21067,self-released
1776,21002,tender loving empire
1777,21008,caldo verde
1778,21008,discolexique
1779,21007,family vineyard
1780,20913,constellation
1781,21058,cargo
1782,21058,red eye
1783,21006,mmi / crystal math music
1784,20880,pole
1785,21011,western vinyl
1786,20982,sub pop
1787,20878,dial
1788,20912,sacred bones
1789,20977,carpark
1790,20930,no quarter
1791,21025,def jam
1792,20989,legacy
1793,20964,thirty tigers
1794,20964,middle west
1795,20829,father/daughter
1796,20829,miscreant
1797,21063,mom & pop
1798,21026,npg
1799,21001,nuclear blast
1800,21012,domino
1801,20837,merge
1802,21005,grnland
1803,21003,4ad
1804,20962,kranky
1805,21004,matador
1806,21004,escho
1807,20957,arts & crafts
1808,20974,crime on the moon
1809,20976,terrible
1810,20946,joyful noise
1811,20993,partisan
1812,20953,rvng intl.
1813,20924,entertainment one
1814,20881,harvest
1815,20881,virgin emi
1816,20891,numero group
1817,20986,captured tracks
1818,20992,light in the attic
1819,20931,erased tapes
1820,21023,self-released
1821,20991,domino
1822,20973,self-released
1823,20932,mello music group
1824,20944,merge
1825,20706,merge
1826,20706,dead oceans
1827,21000,tommy boy
1828,20961,salinas
1829,20877,trouble in mind
1830,20874,lucky number
1831,20999,republic
1832,20999,xo
1833,20971,warner bros.
1834,20971,transgressive
1835,20968,young adults
1836,20834,gilead media
1837,20951,astralwerks
1838,20943,stones throw
1839,20981,mexican summer
1840,20972,buzz
1841,20938,jsp
1842,20875,smalltown supersound
1843,20970,matador
1844,20876,paper bag
1845,20967,pmr
1846,20959,drag city
1847,20833,relapse
1848,20922,cinematic
1849,20922,good years
1850,20899,loma vista
1851,20759,heavenly
1852,20759,birth
1853,20790,noise salvation
1854,20969,secretly canadian
1855,20939,anticon
1856,20940,goner
1857,20920,bronze rat
1858,20945,fe/hard boiled
1859,20803,patient sounds
1860,20985,young turks
1861,20926,self-released
1862,20897,saddle creek
1863,20865,ba da bing!
1864,20988,alias
1865,20691,bella union
1866,20691,mistletone
1867,20691,sub pop
1868,20746,what's your rupture?
1869,20844,the artist
1870,20844,bern one
1871,20889,orindal
1872,20909,blackest ever black
1873,20898,interscope
1874,20898,school boy
1875,20941,quite scientific
1876,20869,exploding in sound
1877,20937,fire
1878,20873,endless flight
1879,20872,warp
1880,20870,dust science
1881,20915,stones throw
1882,20917,new atlantis
1883,20887,self-released
1884,20925,self-released
1885,20905,self-released
1886,20933,ipecac
1887,20923,jagjaguwar
1888,20705,no quarter
1889,20747,matador
1890,20871,blueberry
1891,20927,don giovanni
1892,20918,paper bag
1893,20686,thunderlightning
1894,20935,interscope
1895,20935,aftermath
1896,20896,columbia
1897,20908,last gang
1898,20908,grand tour
1899,20894,mass appeal
1900,20936,rvng intl.
1901,20955,self-released
1902,20767,light in the attic
1903,20895,ghostly international
1904,20907,self-released
1905,20883,burger
1906,20866,sargent house
1907,20839,leaving
1908,20906,thrill jockey
1909,20852,be with
1910,20919,self-released
1911,20902,interscope
1912,20902,konichiwa
1913,20902,cherrytree
1914,20904,self-released
1915,20867,dead oceans
1916,20886,people in a position to know
1917,20868,self-released
1918,20901,g funk
1919,20819,atlantic
1920,20884,10 summers
1921,20740,dfa
1922,20853,arbutus
1923,20862,captured tracks
1924,20781,hardly art
1925,20863,hardly art
1926,20882,grand hustle
1927,20788,hell's headbangers
1928,20861,loma vista
1929,20830,monkeytown
1930,20864,burger
1931,20842,trouble in mind
1932,20793,room40
1933,20843,atlantic
1934,20843,quality control
1935,20843,300 entertainment
1936,20701,erste theke tontraeger
1937,20777,soul jazz
1938,20804,sub pop
1939,20716,earth
1940,20835,rise
1941,20807,def jam
1942,20848,hyperdub
1943,20849,international feel
1944,20860,technicolour
1945,20847,vagrant
1946,20900,temporary residence
1947,20802,hospital
1948,20814,irritable hedgehog
1949,20836,magic bullet
1950,20668,atlantic
1951,20668,swan song
1952,20797,broadwalk
1953,20855,nonesuch
1954,20850,tiny engines
1955,20820,"guided by voices, inc."
1956,20702,merge
1957,20846,spitdigital
1958,20714,epic
1959,20714,nuclear blast
1960,20827,self-released
1961,20832,duck n' cover
1962,20816,columbia
1963,20816,legacy
1964,20824,columbia
1965,20765,heavenly
1966,20738,noumenal loom
1967,20821,thirty tigers
1968,20821,family hour
1969,20838,dbpm
1970,20817,mello music group
1971,20757,driftless
1972,20811,denovali
1973,20822,joyful noise
1974,20810,epic
1975,20810,free bandz
1976,20724,relapse
1977,20805,self-released
1978,20801,jade tree
1979,20806,sub pop
1980,20812,epic
1981,20812,legacy
1982,20766,downtown
1983,20813,warner music group
1984,20794,polyvinyl
1985,20792,12xu
1986,20799,ghost ramp
1987,20818,domino
1988,20800,thrill jockey
1989,20798,afternoon
1990,20809,self-released
1991,20749,xl
1992,20831,interscope
1993,20776,melody as truth
1994,20756,ninja tune
1995,20745,self-released
1996,20721,astralwerks
1997,20667,drag city
1998,20667,domino
1999,20697,brown
2000,20697,black cricket
2001,20826,spectrum spools
2002,20775,deathwish
2003,20648,southeastern
2004,20774,alc
2005,20718,paradise of bachelors
2006,20795,mello music group
2007,20808,self-released
2008,20578,interscope
2009,20786,el camino
2010,20787,light in the attic
2011,20772,self-released
2012,20736,trouble in mind
2013,20743,hyperdub
2014,20770,harbinger sound
2015,20653,drag city
2016,20712,temporary residence
2017,20754,grnland
2018,20753,rca
2019,20796,self-released
2020,20783,odd future
2021,20761,topshelf
2022,20735,collect
2023,20791,other people
2024,20779,sincerely yours
2025,20779,luxury
2026,20762,duckdown
2027,20762,showoff
2028,20751,self-released
2029,20707,iron lung
2030,20722,linear labs
2031,20782,planet mu
2032,20731,relapse
2033,20773,bella union
2034,20755,ninja tune
2035,20729,text
2036,20778,atlantic
2037,20778,maybach
2038,20752,ghostly international
2039,20742,western vinyl
2040,20710,vagrant
2041,20728,rca
2042,20728,bystorm
2043,20769,r&s
2044,20769,magic wire recordings
2045,20734,casablanca
2046,20734,republic
2047,20780,last kings
2048,20692,inresidence
2049,20643,reprise
2050,20709,kompakt
2051,20680,rca
2052,20680,dirty hit
2053,20768,self-released
2054,20750,self-released
2055,20719,def jam
2056,20647,eone music
2057,20647,purpose
2058,20733,self-released
2059,20723,nonesuch
2060,20608,sargent house
2061,20760,brainfeeder
2062,20690,
2063,20741,ternesc
2064,20443,rca
2065,20689,no rest until ruin
2066,20726,epitaph
2067,20484,columbia
2068,20484,startime
2069,20574,mello music group
2070,20660,chapter
2071,20652,greenleaf
2072,20725,columbia
2073,20679,mercury nashville
2074,20682,fantasy
2075,20688,run for cover
2076,20715,dangerbird
2077,20511,4ad
2078,20687,glassnote
2079,20717,fueled by ramen
2080,20711,topshelf
2081,20662,sony
2082,20720,epitaph
2083,20748,drag city
2084,20646,rush hour
2085,20678,glassnote
2086,20685,orchid tapes
2087,20483,rolling stones
2088,20671,erased tapes
2089,20666,don giovanni
2090,20695,weird world
2091,20632,drag city
2092,20632,wichita
2093,20703,sony
2094,20703,giorgio moroder
2095,20694,olsen
2096,20699,gilead media
2097,20573,blue note
2098,20698,thrill jockey
2099,20607,deathwish
2100,20696,cmf
2101,20696,legacy
2102,20623,manqu
2103,20676,kompakt
2104,20730,dimension point
2105,20677,!k7
2106,20651,eone music
2107,20673,mexican summer
2108,20601,century media
